jobID,jobTitle,jobDescription,jobLocation,educationLevel,requiredSkills,experience,salary,workMode,numberofpositions,companyName,companyAssets,noOfEmployees,companyCeo,companySector
619,Platform Developer,"1) Strong coding skills in C/C++ 2) Strong skills in device driver developer 3) Hands on experience in Linux based devices 4) Strong knowledge in boot loaders, IPCs, 5) Strong in Debugging, kernel debugging and trobleshooting 6) Exposure in shell scripts Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills C C++ Linux Debugging Coding Platform Developer Desired Candidate Profile   Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1   View Contact Details","Baltimore, MD",Bachelors,"Data Reduction Techniques, Time Series Analysis, Data Visualization, Data Denormalization, Data Engineering, MapReduce, Data Replication, Data Shuffling, Data Preprocessing, Data Profiling, Data Warehousing, Data Modeling, Data Governance Policies, Data Dictionary Management, Data Query Languages (e.g., HiveQL, PigLatin), Data Visualization Tools (e.g., Tableau, Power BI), Data Resampling, Machine Learning, Data Normalization, Data Backup Solutions, Data Analysis Frameworks (e.g., Pandas, NumPy), Data Governance, Data Schema Design, Data Partitioning, Apache Kafka, SQL, Data Wrangling, Predictive Analytics, Data Lakes, Data Privacy, Business Intelligence, NoSQL, Hadoop, Data Augmentation, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Natural Language Processing (NLP), Data Encryption, Data Archiving, Data Ethics Compliance, Data Simulation, Data Cleaning Techniques, Data Profiling Tools, Python, Data Querying, Big Data Technologies, Data Aggregation, Data Resilience, Web Scraping, Data Streaming, Data Migration Strategies, Spark, Data Pipelines, Stream Processing, Data Governance Frameworks (e.g., GDPR, CCPA), Data Architecture, Data Analysis, Data Cataloging, Data Governance Frameworks (e.g., HIPAA, SOX), Data Recovery",3,,In-person,,Iron Mountain,"$10,972","24,000",William L. Meaney,Business Services
620,Openings for US Staffing,"Job Description (Just for reference): 1. Sourcing Candidates - (1-1.5 Years experience) 2. US recruiters (2.5-3 yrs Years exp) 3. Team leads (4-5 Years with at least 1 year experience as a lead) Few candidates should have some experience in Engineering recruitment background also, apart from IT recruitment. But all should have US recruitment experience. Please make sure that they are well versed with JOB Boards like Dice.com / Monster - US / CareerBuilder - US (mostly for Engineering recruiters). Social media recruiting experience would be an added advantage. Sound knowledge about US Tax terms like Corp to Corp / W2 / 1099, and types of work permit in US (Citizens / GCs / H-1b / L-1) Sourcing candidates communication skills need not be very good but recruiters and leads communication should be good. Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills US Staffing US Recruitment W2 Corp US IT Staffing US IT recruitment US Recruiting US talent acquisition 1099 us hiring us talent management us sourcing Desired Candidate Profile   Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1   View Contact Details","Cincinnati, OH",Bachelors,"Data Cleaning Tools (e.g., OpenRefine), Cloud Computing (e.g., AWS, Azure, GCP), Data Preprocessing, Data Recovery, Predictive Analytics, Data Dictionary Management, Time Series Analysis, Data Ethics, Data Pipelining, Data Labeling, Statistical Analysis, Data Streaming, Data Storytelling, Data Classification, Apache Kafka, A/B Testing, Data Reduction Techniques, Data Masking, Machine Learning, Data Shuffling, Dimensionality Reduction, Data Profiling, Data Augmentation, Data Normalization, Data Lineage",2,,Hybrid,,Lennox International,"$1,892","11,450",Todd M. Bluedorn,Industrials
621,Electromechanical Engineering Technologist - Freshers,"Install or program computer hardware or machine or instrumentation software in microprocessor-based systems.Translate electromechanical drawings into design specifications, applying principles of engineering, thermal or fluid sciences, mathematics. Salary: Competitive salary based on merit and market standards Industry: Automobile / Auto Anciliary / Auto Components Functional Area: Production , Manufacturing , Maintenance Role Category:Production/Manufacturing/Maintenance Role:Engineering Manager Keyskills Design Computer Hardware Electronics and Telecommunications Electronics Hardware accessories Designing Mechanical Testing Mechanical Designing Database Desired Candidate Profile Establish and maintain inventory, records, or documentation systems.Fabricate or assemble mechanical, electrical, or electronic components or assemblies.Develop or implement programs related to the environmental impact of engineering activities. Education- Doctorate:Doctorate Not Required Company Profile: Take Wings http://takewing.co.in Greetings from takewing.co.in Takewing is a free career advisory firm, our mission is to create direct employment through our clients and provide information to facilitate the prospective jobseeker takewing in his career.(takewing.co.in) Download PPT Photo 1   View Contact Details","Portland, OR",Bachelors,"Data Migration, Data Storytelling, Data Flow Diagrams, Data Pipelines, Data Schema Design, Data Pipelining, Data Streaming, Data Governance Policies, Python, Cloud Computing (e.g., AWS, Azure, GCP), Data Resilience, Data Privacy Regulations, Deep Learning, Spark, Data Visualization, Data Reduction Techniques, Data Warehousing, Data Migration Strategies, Data Masking, Data Quality Assurance, Data Governance, Data Preprocessing, Data Normalization, Data Privacy, Data Query Languages (e.g., HiveQL, PigLatin), Data Cataloging, Apache Kafka, Data Science, Data Partitioning, Data Dictionary Management, Data Storage (e.g., HDFS), Data Integration, Data Synchronization, Data Augmentation, Data Wrangling, Data Imputation, Data Mining, Data Exploration, MapReduce, Text Analysis, Stream Processing, Data Modeling, Data Annotation, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Aggregation, Web Scraping, Data Cleaning Tools (e.g., OpenRefine), Data Querying, NoSQL, Data Validation, Data Blending, Data Shuffling, Data Architecture",2,,Remote,20,General Cable,"$2,235","8,500",Massimo Battaini,Industrials
622,Python Developer,"Experience: 4 to 7 years Job Location: Bangalore Education Qualification : Full term - BE/B.TECH (CS/IT/ECE/EEE), ME, M.TECH, MS (CS/IT/ECE/EEE), MSC (CS/IT/Electronics) MCA. Mandatory requirements Expert in python programming Very good at OOPS and design patterns Very good knowledge on Django server and Django ORM framework Good knowledge on REST, URI design and implementation Good knowledge on PLSQL database (Should be able to understand/develop good relationship with various tables) The person should be self-driven, highly committed and be able to work on aggressive schedule Optional requirements Knowledge on VMWARE, Openstack or AWS cloud platforms and their Python APIs Knowledge on Rabbitmq messaging platform Knowledge on Celery task platform Synchronous and Asynchronous communications principles Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Django Python Design Patterns Python developer Desired Candidate Profile   Education- UG: B.Tech/B.E. - Computers, Electrical, Electronics/Telecommunication PG:M.Tech - Computers, Electrical, Electronics/Telecommunication, MS/M.Sc(Science) - Computers, Electronics, MCA - Computers Company Profile: Confidential Confidential Download PPT Photo 1   View Contact Details","San Jose, CA",Bachelors,"Data Ethics Compliance, Data Archiving, Data Mining, Data Schema Design",4,,Hybrid,,American Eagle Outfitters,"$1,816","24,100",Jay L. Schottenstein,Retailing
623,Back Office Executive / BPO,"Back office executive is responsible to work as a team & should be able to complete the projects/work on time.Candidate should have good communication skills because they will be the backbone of organisation. Salary:INR 1,75,000 - 4,75,000 P.A Industry: BPO / Call Centre / ITES Functional Area: IT Software - Application Programming , Maintenance Role Category:Other Role:Fresher Keyskills BPO Technical Support Back Office admin backend front office admin executive adminstrator facilities administration Desired Candidate Profile Please refer to the Job description above Company Profile: InstaCar Technologies Pvt. Ltd. We are a fast-growing taxi rental marketplace with one dream: making each road trip happy. Attempting to fill the gap of getting outstation taxis across India. Download PPT Photo 1   View Contact Details","San Jose, CA",Bachelors,"Data Governance Frameworks (e.g., HIPAA, SOX), Data Pipelines, Machine Learning, Data Validation Testing, Data Synchronization, Natural Language Processing (NLP), Big Data Technologies, Data Preprocessing, Data Monitoring, Data Validation, Data Wrangling, Data Lineage, Cloud Computing (e.g., AWS, Azure, GCP), Data Normalization, Data Clustering, Data Querying, Time Series Analysis, A/B Testing, Data Science, Data Governance, Data Exploration, Data Profiling, Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Engineering, Data Modeling, Data Compression, Data Pipelining, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro)",5,,Remote,,Church & Dwight,"$6,015","4,700",Matthew T. Farrell,Household Products
624,Senior Software Engineer- 3G Engineer,"Primary Skills : Proficiency in C and C++ Must have of End to End 3gpp UMTS call flows, Strong understanding of 3G Core network elements Experience at development in Radio Access Network (RAN) RNC/NodeB/HNB ( Femto Access Point - FAP) related product development, such as o Protocol stack development of 3G RLC, 3G MAC, 3G RRC, RANAP. o L3 Application development, RRM, REM, SON o Linux utilities and development/debugging tools: GDB, purify, insure, valgrind, clearcase Must have gone through multiple product deployment cycles Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Telecom Software Role Category:Programming & Design Role:Software Developer Keyskills C RLC Ranap UMTS RRC Mac 3Gpp Protocol Stack Valgrind RNC pdcp rlp Desired Candidate Profile   Company Profile: Confidential Confidential Download PPT Photo 1   View Contact Details","Austin, TX",High School,"Data Backup Solutions, Python, Big Data Technologies, Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Synchronization, Predictive Analytics, Data Governance Policies, NoSQL, Data Lineage, Data Storage (e.g., HDFS), Data Cleaning Techniques, Data Simulation, Data Imputation, Data Visualization Tools (e.g., Tableau, Power BI), Data Normalization, Data Encryption, Data Pipelines, Hadoop, Data Governance Frameworks (e.g., GDPR, CCPA), Data Masking, Data Modeling, Deep Learning, Data Querying, Data Classification, Text Analysis, Data Clustering, Data Partitioning, Data Aggregation, Data Profiling, Data Schema Design, Data Architecture, A/B Testing, Data Privacy, Data Query Languages (e.g., HiveQL, PigLatin), Data Warehousing, Data Engineering, Data Validation, Data Monitoring, Data Labeling, Distributed Computing, Data Cataloging, Data Compression, MapReduce, Data Integration, Data Governance, Data Validation Testing, Data Resampling, Data Annotation, Data Analysis Frameworks (e.g., Pandas, NumPy), Data Security, Data Flow Diagrams, Data Blending, Data Ethics, Data Cleaning, Data Archiving, Dimensionality Reduction, Data Mining, Data Exploration, Data Resilience, Data Pipelining, Data Migration, Data Analysis, Natural Language Processing (NLP), Stream Processing, R, Data Storytelling, Data Science, ETL (Extract, Transform, Load), Data Dictionary Management",2,,Remote,,Platform Specialty Products,"$10,252","7,850",Rakesh Sachdev,Chemicals
625,Primary School Teacher for all Subjects,"To take up the role of Primary School teacher for an ICSE affiliated school in North Bangalore following Mother Teacher Concept Salary: Not Disclosed by Recruiter Industry: Education / Teaching / Training Functional Area: Teaching , Education , Training , Counselling Role Category:Teachers Role:School Teacher Keyskills Teaching ICSE School montessori nursery preprimary kg preschool playway playschool day - care Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Vishwa Vidyapeeth A leading ICSE Affiliated school in North Bangalore Download PPT Photo 1   View Contact Details","Detroit, MI",Bachelors,"Data Cleaning Techniques, Data Preprocessing, Data Transformation, Data Architecture, Data Mining, Data Masking, Data Querying, Data Labeling, MapReduce, A/B Testing, Data Streaming, Data Ethics, Data Validation Testing, Data Storage (e.g., HDFS), Statistical Analysis, Data Denormalization, Data Analysis Frameworks (e.g., Pandas, NumPy), Data Lakes, Data Migration Strategies, Data Visualization Tools (e.g., Tableau, Power BI), Data Quality Assurance, Data Exploration, Data Backup Solutions, Data Warehousing, Data Blending, Data Profiling Tools, Machine Learning, Deep Learning, R, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Recovery, Data Cleaning Tools (e.g., OpenRefine), Data Governance Frameworks (e.g., HIPAA, SOX), Data Query Languages (e.g., HiveQL, PigLatin), Web Scraping, Data Schema Design, Time Series Analysis, Data Privacy Regulations",4,,In-person,,JELD-WEN Holding,"$2,863","21,000",Gary S. Michel,Materials
626,Urgent Opening for Application Support Engineer - Bangalore,"Hi We  would like to share an opportunity for EmApplication Support Engineer for one of our client at Bangalore. JOB Details Experience: 5+yr Location: Bangalore Job Description: - Responsible for supporting multiple web applications with varied skillset (mostly web technologies) - Should make sure to own the incidents created for these web applications within specified SLAs and work with the rest of the team to deliver timely resolutions - Exhibit good and detailed troubleshooting/debugging skills while solving issues in context to these applications - Must have an idea of Application Monitoring Tools and knowledge around the way applications are configured and monitored using them - Should be capable of quickly analyzing the important application logs and pin point the root cause of any given failure - Good working Knowledge of Java based applications along with UNIX skills; Shell scripting would be an added advantage as it would help in building few automations wherever relevant - As the applications supported are critical and serve worldwide customers, the job demands flexibility to work in shifts and Oncall 24x7 availability (including weekends) - Continuously maintain 100% uptime of all the applications availability and quickly respond to unplanned outages - Coordinating internally with partner team members and exchanging communications with the different India and US IT teams Required Skills: - Minimum 4-6 years of relevant experience in Production Support of Web Applications. - Ability to analyze applications that are coded in Java, J2EE, .Net and few other latest web technologies - Capable of administering applications using Apache, IIS, Tomcat, Weblogic, JBoss, etc. and analyze the key log files - Knowledgeable enough to build small Java / SQL code in context while resolving few application related issues - ITIL Foundation certified skills and comfort in following the Incident / Problem / Change Management processes - Demonstrate understanding of Business processes and SOX and IT compliances/controls wherever relevant - Awareness of Akamai or related technologies and comfort in refreshing content as per application demands - Good working knowledge of rsync jobs, Oracle Access Management and Single Sign On implementations - Awareness of SSL Certificate installation and maintenance of certificates If Interested please forward your updated CV to geetanjali@vanassociates.com Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Application Support Production Support Dot Net Java Apache IIS Weblogic websphere Desired Candidate Profile Please refer to the Job description above Company Profile: Vanguard HR Associates IT Services Comapany Download PPT Photo 1   View Contact Details","Columbus, OH",Bachelors,"Apache Kafka, Data Classification, Data Resampling, Natural Language Processing (NLP), Data Aggregation, Data Governance Policies, Data Cleaning Techniques, Data Querying, Data Pipelining, Spark, Data Ethics, Data Architecture, Data Migration, Data Simulation, Data Modeling, Data Encryption, Data Visualization, Data Governance Frameworks (e.g., GDPR, CCPA), Data Quality Assurance, Data Ethics Compliance, Data Transformation, Data Engineering, Machine Learning, Data Flow Diagrams, Data Visualization Tools (e.g., Tableau, Power BI), Data Pipelines, Data Analysis Frameworks (e.g., Pandas, NumPy), Data Integration, Hadoop, SQL, Data Wrangling, Data Privacy Regulations, Data Streaming, Data Cleaning, ETL (Extract, Transform, Load), NoSQL, Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Annotation, Data Recovery, Data Normalization, Stream Processing, Data Shuffling, Web Scraping",3,,Hybrid,,OneMain Holdings,"$19,433","10,100",Jay N. Levine,Financials
627,"Interior Designer - Jobs, Bangalore / Bengaluru","* Good Communication & Client Handling Skills. * Conversant with Providing Detailed Material Specification, Site Supervision & Execution. * Proficiency in Autocad & Photoshop. * Desirable: Revit, Sketchup, 3d Modeling, 3ds Max, Photoshop Salary: Not Disclosed by Recruiter Industry: Construction / Engineering / Cement / Metals Functional Area: Architecture , Interior Design Role Category:Interior Design Role:Interior Designer Keyskills Interior Designer - Jobs AutoCAD Photoshop 3DS Max Interior Designing Material Specification Site Supervision Revit Sketchup 3d Modeling Desired Candidate Profile Please refer to the Job description above Education- UG: B.Arch - Architecture, Diploma - Architecture Company Profile: HITECH PLACEMENTS, Bangalore . HITECH has grown fastest as Reliable & Quality Service Provider having its main focus to offer high quality expertise to both Clients & Candidates.......... Website: .......www.hitechmanpower.com Email: .......cv@hitechmanpower.com . Download PPT Photo 1   View Contact Details","San Francisco, CA",Masters,"Data Cataloging, SQL, Data Simulation, Data Dictionary Management, Data Querying, Data Resampling, Data Denormalization, Big Data Technologies, Python, Data Profiling Tools, Data Blending, Data Streaming, Data Versioning, Data Validation Testing, Predictive Analytics, Data Governance Frameworks (e.g., GDPR, CCPA), Stream Processing, Natural Language Processing (NLP), Data Validation, Data Mining, Data Encryption, Data Normalization, Statistical Analysis, Data Modeling, Data Visualization, Data Classification, Data Wrangling, Data Exploration, Data Storytelling, Data Resilience, Data Compression, Data Backup Solutions, Data Preprocessing, Data Clustering, Data Visualization Tools (e.g., Tableau, Power BI), A/B Testing, Data Labeling, Time Series Analysis, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Migration, Data Transformation Languages (e.g., SQL, Python, Scala), Data Schema Design, Data Governance, Data Quality Assurance, Data Partitioning, Data Pipelining, Data Imputation, Data Pipelines, Data Archiving, Data Analysis, Data Annotation, Data Ethics, Data Privacy, Data Flow Diagrams, Web Scraping, Data Transformation, Cloud Computing (e.g., AWS, Azure, GCP), Data Aggregation, Text Analysis, Data Reduction Techniques, Data Storage (e.g., HDFS), Data Engineering, NoSQL, Data Replication, Data Warehousing, Data Cleaning, Data Governance Frameworks (e.g., HIPAA, SOX), Data Security, Data Masking, Spark, Data Ethics Compliance, Data Integration, Data Architecture, Data Synchronization, R",3,,Remote,,Colfax,"$6,710","14,300",Matthew L. Trerotola,Industrials
628,Management Trainee- Direct Marketing / Digital Marketing,"MANAGEMENT TRAINEE PROGRAMME This is a three semester program (18 months) where the candidate gets exposure to the functional and management aspects of MARKETING of Crazy Holidays. During this period the candidate will be paid stipend Rs 14000/15000/16000 per month plus accommodation on sharing basis. Once the candidate has completed the three semesters successfully, he will be posted by the company as a ""Junior Executive Marketing with a starting salary of Rs-40,000/-"". Ability to understand client's needs, requirements and present solutions.  Experience in marketing communication with good research skills. Should be an effective communicator and listener with excellent relationship building and interpersonal skills. Knowledge of basic computer application-MS office package Having ability to complete the allotted task with full enthusiasm & potential. Good logical and analytical skills Proactive, positive approach ,Able to grasp and learn concepts and procedure quickly  Ability to translate business requirement Ability to present to varying levels of management  Relationship Management Effective partnering skills with soft and hard clients  Contribute the best for achieving team and organization goals. Salary: Not Disclosed by Recruiter Industry: Travel / Hotels / Restaurants / Airlines / Railways Functional Area: Marketing , Advertising , MR , PR , Media Planning Role Category:Other Role:Trainee Keyskills Digital Marketing Direct Marketing Marketing Online Marketing Sales & Marketing internet marketing Telemarketing web Marketing Institutional Sales educational Marketing Desired Candidate Profile Please refer to the Job description above Education- UG: B.Com - Commerce, B.B.A / B.M.S - Management, B.A - Any Specialization, Hotel Management, Communication, BHM - Hotel Management, BHMS - Any Specialization Doctorate:Doctorate Not Required Company Profile: Crazy Holidays * 18 years of experience in Domestic & International Educational tours * We understand that it's the little things that make the Big Difference. That's why we are .... what we are today. * Travel is our passion and our experts have travelled all over the world . We have a dedicated team for each destination * At crazy holidays , we are driven by the idea of providing richer learning experiences backed up with great travel experiences * With our state - of - the - art ERP system we are quite competent not only to provide a highly professional service but even to handle any issues 10 times more faster and efficient than the nearest competitor * 80% of the cream educational institutions in Bangalore is being supported by crazy holidays in order to meet their day to day travel requirements. * crazy holidays supports Educational institutions from countries like Germany, France, U.K ,Singapore,Dubai,, SriLanka, Malaysia etc for the past 7 years for organizing their cultural exchange programms * As a part of our expansion program during 2015 along with starting new outlets at Chennai, Delhi, Cochin, Hyderabad , Pune,Mumbai,Gurgaon and Kolkata,.We have plans to expand our services to other segments too. Download PPT Photo 1   View Contact Details","Tampa, FL",Bachelors,"Data Dictionary Management, Data Replication, Data Compression, Data Storage (e.g., HDFS), Data Security, Data Labeling, Data Wrangling, Data Recovery, Time Series Analysis, Data Masking, Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Migration, Data Cleaning Techniques, Data Privacy Regulations, Data Quality Assurance, Python, Data Denormalization, Data Analysis, Data Governance Frameworks (e.g., HIPAA, SOX), Data Cleaning, Data Science, Cloud Computing (e.g., AWS, Azure, GCP), Data Profiling, Data Architecture, Data Modeling, Data Validation, Data Blending, Data Pipelining, Statistical Analysis, Data Visualization Tools (e.g., Tableau, Power BI), Data Annotation, Data Flow Diagrams, Data Governance, Web Scraping, Natural Language Processing (NLP), Data Aggregation, Data Streaming, Data Cleaning Tools (e.g., OpenRefine), Data Exploration, Data Transformation, Data Pipelines, Data Ethics, Data Resilience, Data Synchronization, R, Data Normalization, Data Classification, Data Migration Strategies, A/B Testing, Data Imputation, Data Query Languages (e.g., HiveQL, PigLatin), Data Storytelling, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Visualization, Data Simulation, Data Shuffling, Data Ethics Compliance, ETL (Extract, Transform, Load), Data Engineering, Data Warehousing, SQL",4,,Remote,10,Zebra Technologies,"$4,275","7,000",Anders Gustafsson,Industrials
629,Creative Graphic Designer,"You should be : A creative Graphic designer with knowledge of Creative designs, Photoshop and Digital marketing. You will work on a variety of products, including websites, magazines, exhibitions, corporate identity etc. and you will closely work with the Busuness team to creat business demand for the products. Responsibilities Proven experience in Graphic designing and digital Marketing Responsible to develop and maintain design wireframes, visual designs, mock- ups, sitemap and UI specifications Research & adopt new interaction design trends into the product Work closely with product team to communicate scenarios, end- to- end experiences, interaction models and screen designs. Strong conceptualization ability, strong visual communication ability, drawing skills and sketchbook techniques Strong working knowledge of any one of Photoshop, Sketch, Illustrator, InDesign, InVision Fireworks and associated design tools Familiarity with cross browser compatibility & screen resolution compatibility Strong written and verbal communication skills Create Product awarness through Online channels Salary:INR 80,000 - 2,50,000 P.A. Annual Bonus as per company incentive policy Industry: FMCG / Foods / Beverage Functional Area: Design , Creative , User Experience Role Category:Creative Role:Graphic Designer Keyskills Indesign Photoshop Illustrator Fireworks Graphic Designing Corporate Identity Sketching Interaction Design Digital Marketing graphic designer Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Company Profile: Rudhra Solar & Aqua India Private Limited Rudhra Solar & Aqua India Pvt. Ltd. is one of the pioneering companies in India dedicated to the promotion of eco-friendly and environmentally safe technological products engaged in manufacturing and sales of solar water heater, solar lighting, inverters, batteries, Reverse Osmosis plants and softeners. RSAIPL designs, supplies, installs and also provides post-sales service for all its products. The experience and passion of RSAIPL will help it to grow exponentially and will also help in promulgating the ideas of their team. Rudra's products are being marketed under the brand name 'Rudra' (www.rudhraindustries.com) for its solar products and 'Deur' (www.deurwater.com) for its aqua products. Download PPT Photo 1   View Contact Details","Hartford, CT",Masters,"Data Shuffling, Data Preprocessing, Data Governance Policies, Data Cleaning, Time Series Analysis, Data Blending, Data Privacy, Data Visualization, Data Lineage, Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Warehousing, Data Synchronization, Deep Learning, Predictive Analytics, Statistical Analysis, Data Archiving, Data Pipelines, Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Privacy Regulations, Data Reduction Techniques, Data Aggregation, Data Cleaning Tools (e.g., OpenRefine), Data Annotation, Web Scraping, Data Science, Data Security, Stream Processing, Data Quality Assurance, Data Encryption, Data Monitoring, Data Classification, Data Validation, Data Governance Frameworks (e.g., GDPR, CCPA), NoSQL, Data Resampling, Data Compression, Data Simulation, Data Integration, Data Ethics Compliance, SQL, Data Mining, A/B Testing, Data Pipelining, Cloud Computing (e.g., AWS, Azure, GCP), Data Schema Design, Data Augmentation, Data Transformation Languages (e.g., SQL, Python, Scala), Data Labeling, Data Migration, Data Cleaning Techniques, Apache Kafka, Hadoop, Natural Language Processing (NLP), Data Analysis, Data Storytelling, Data Versioning, Data Replication, Data Querying, Data Denormalization, Data Architecture, Data Profiling Tools, Distributed Computing, Python, Data Storage (e.g., HDFS), Data Imputation, Data Governance, Data Transformation, Data Masking, R, Data Migration Strategies, Data Clustering, Data Cataloging, Data Flow Diagrams, ETL (Extract, Transform, Load), Data Streaming",5,,Hybrid,1,Andersons,"$2,162","1,819",Patrick E. Bowe,"Food, Beverages &  Tobacco"
630,Bpa/bpm Solution Architect @ Mumbai/pun/blore/chennai,"Need Immediate Joiners!! Excellent written and verbal communication, collaboration, analytical and problem solving skills . Ability to predictably size and break-down stories, and add missing details Ability to swiftly isolate and correlate concerns from log entries and monitoring results (debugging production issues. Proven track record of implementing features incrementally in a continuous-release environment Pragmatic design and data modeling skills with attention to scalability Java with working knowledge of version 7 features Spring framework and Spring data Experience with NoSQL document storage Working knowledge of messaging and RabbitMQ, Knowledge of AMQP, MQTT, STOMP Experience of microservice architecture Experience of API management tools Experience developing RESTful services Experience developing SaaS applications Working knowledge of IntelliJ or Eclipse Proficient with OSX, Linux and Bash Familiar with IT automation tools such as Ansible. Chef and Puppet MongoDB with an ability to optimize Continuous integration and deployment Elastic Search /Kubernetes Mesos Localization and Internationalization Salary:INR 20,00,000 - 25,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Technical Architect Keyskills BPA BPM Architect NoSQL Java API Desired Candidate Profile Please refer to the Job description above Company Profile: ABC Consultants Pvt Ltd CMMI Level Download PPT Photo 1   View Contact Details","Detroit, MI",Bachelors,"Data Quality Assurance, Business Intelligence, Cloud Computing (e.g., AWS, Azure, GCP), Data Serialization Formats (e.g., JSON, XML, Parquet, Avro), Data Streaming, Data Annotation, MapReduce, Data Normalization, Data Governance, Data Masking, Data Compression, Web Scraping, Data Visualization, Data Profiling, Big Data Technologies, Data Reduction Techniques, Data Monitoring, Data Denormalization, Machine Learning, Data Migration, Data Privacy Regulations, Data Cleaning Tools (e.g., OpenRefine), Data Dictionary Management, ETL (Extract, Transform, Load), Data Preprocessing, Data Schema Design, Data Ethics Compliance, Data Security, Hadoop, Distributed Computing, Data Migration Strategies, Data Encryption, Data Pipelines, Data Imputation, Data Analysis Frameworks (e.g., Pandas, NumPy), Data Warehousing Solutions (e.g., Teradata, Snowflake), Data Validation Testing, Natural Language Processing (NLP), Data Querying, Data Transformation, Data Wrangling, Data Warehousing, Predictive Analytics, Data Transformation Languages (e.g., SQL, Python, Scala), Data Cataloging, Data Resilience, Data Modeling, Data Clustering, Data Aggregation, Data Simulation, Data Governance Frameworks (e.g., HIPAA, SOX), Data Cleaning, Python, Time Series Analysis, Data Classification, Data Integration, Data Pipelining, Data Recovery, A/B Testing, Data Ethics, Text Analysis, Data Governance Policies, Data Shuffling, Data Lineage, Data Storytelling, SQL, R, Data Validation, Data Archiving, NoSQL, Data Replication, Data Synchronization, Data Lakes, Data Cleaning Techniques, Data Exploration, Data Privacy, Data Governance Frameworks (e.g., GDPR, CCPA), Data Blending",3,,Hybrid,,TD Ameritrade Holding,"$38,627","10,412",Timothy D. Hockey,Financials
